Filename,Topic 1,Topic 2,Topic 3
610548newsML.xml,24 (0.28027147313976075),10 (0.2563339480829742),44 (0.18598700707986343)
569510newsML.xml,16 (0.6925457013344078),32 (0.11168969172487168),42 (0.1012823390412711)
610581newsML.xml,16 (0.5256918977273675),43 (0.3866751545405848),12 (0.03793823299848852)
610062newsML.xml,30 (0.316457388671067),44 (0.21159506898933161),5 (0.19308979404955276)
657441newsML.xml,41 (0.2726740600369673),18 (0.20097638880560859),11 (0.11912142814695958)
570826newsML.xml,43 (0.35615399358752103),16 (0.2932291566106211),49 (0.15393500879298727)
645062newsML.xml,8 (0.5971990897991916),13 (0.20062011321089168),48 (0.10609745408393163)
610853newsML.xml,19 (0.9558669700502442),3 (0.02454119321490718),24 (0.0004081632654344364)
789674newsML.xml,22 (0.6133365023101287),48 (0.3718710240264934),18 (0.012350915221811979)
612067newsML.xml,37 (0.6049672836160926),17 (0.3150943659537214),32 (0.05529838180057394)
479284newsML.xml,33 (0.903758582442846),17 (0.0871848137835591),49 (0.00018867924528322909)
570017newsML.xml,39 (0.8713684893901414),43 (0.09954060151874997),49 (0.0006060606060647574)
479767newsML.xml,16 (0.8540060956558728),4 (0.13658213963823684),49 (0.00019607843137271985)
609086newsML.xml,25 (0.6410375362974967),23 (0.1452478249306795),16 (0.08832204444347048)
609565newsML.xml,44 (0.44016081692730424),11 (0.26729006026345686),24 (0.113477018343041)
645254newsML.xml,30 (0.6233417011738472),8 (0.1719891569884188),37 (0.0711483481120616)
479883newsML.xml,23 (0.5139743331325776),24 (0.26940173859142674),47 (0.15867256698474758)
657677newsML.xml,18 (0.39079461867618603),11 (0.11770436325726653),29 (0.11139413866339731)
610254newsML.xml,38 (0.4337478110978715),12 (0.3014475718099191),1 (0.11014223150594031)
569726newsML.xml,5 (0.566791270202746),23 (0.19520594871336763),24 (0.12621935321940497)
522637newsML.xml,41 (0.660779096712768),30 (0.28276356782188417),1 (0.039925475386832575)
609753newsML.xml,23 (0.6720538686066476),29 (0.18636826591848335),35 (0.06548288900305074)
479598newsML.xml,36 (0.8475806025650214),40 (0.08584405553400318),16 (0.04247277779835522)
570221newsML.xml,39 (0.8367847764028424),49 (0.08298564094645748),3 (0.05058897138269871)
609279newsML.xml,33 (0.5625447950309674),11 (0.27747905772049675),22 (0.0502851541713284)
479551newsML.xml,16 (0.7334523936472811),36 (0.1549845502683734),23 (0.07662976791252483)
715016newsML.xml,47 (0.42666631200606353),30 (0.37241751458963945),7 (0.18524950673756893)
570198newsML.xml,39 (0.8657469080673189),38 (0.06347987795954319),19 (0.06009139579128202)
522547newsML.xml,22 (0.5689292882222291),8 (0.24829836891730217),9 (0.1803051512594105)
609423newsML.xml,11 (0.362397133068977),37 (0.19156613864174146),45 (0.15039139604664753)
570151newsML.xml,29 (0.7570904478249838),3 (0.12724370841421065),21 (0.054977275329772736)
609109newsML.xml,16 (0.7249934823683084),30 (0.14370386914685324),13 (0.09225973535728609)
479621newsML.xml,39 (0.3049333024252478),24 (0.2878248946724127),23 (0.2167692370863084)
569984newsML.xml,39 (0.8491728067751304),36 (0.0637178914117049),25 (0.06025215895594722)
789732newsML.xml,41 (0.7282835029693728),49 (0.22461887793820834),25 (0.03127933534205021)
610915newsML.xml,19 (0.920127860732458),24 (0.05900257405013995),12 (0.0004347826086958736)
609938newsML.xml,44 (0.4791736181859232),36 (0.18088568844840602),24 (0.1444587097776078)
645124newsML.xml,22 (0.3984666204944818),8 (0.20407131176780777),9 (0.14385454264291186)
570960newsML.xml,4 (0.3084879586968621),25 (0.297065142401272),42 (0.19666431087965697)
610124newsML.xml,44 (0.32336949469656684),36 (0.15984960727213487),23 (0.15275803869113225)
569456newsML.xml,16 (0.6432676574574944),21 (0.2527179214267343),12 (0.05240944867884614)
715150newsML.xml,1 (0.38072250034771565),44 (0.27753774100976564),40 (0.18174554304447124)
804595newsML.xml,29 (0.3533712081983784),21 (0.27812525873833954),38 (0.12842456463594096)
570367newsML.xml,16 (0.4114923221936075),27 (0.19630918978399703),29 (0.11139415087559361)
479417newsML.xml,14 (0.2710365063911894),5 (0.23572306361385106),44 (0.21791051805430556)
570684newsML.xml,38 (0.9920967741935456),49 (0.00016129032258070411),11 (0.00016129032258070411)
522771newsML.xml,5 (0.33433918738825397),41 (0.2039268189301766),46 (0.16256250914616865)
609615newsML.xml,32 (0.6889588706793603),10 (0.14836035573865938),29 (0.07263962472579116)
610638newsML.xml,19 (0.9449149039092987),37 (0.03375176275735677),11 (0.00044444444444467237)
569660newsML.xml,2 (0.5002272667067839),16 (0.2520373132768019),12 (0.21690432017168546)
569383newsML.xml,41 (0.2965988315320478),4 (0.18517824639246727),25 (0.17183065183050708)
477911newsML.xml,16 (0.4590142429529913),36 (0.278184966834372),24 (0.14727120983739012)
610312newsML.xml,16 (0.8462051888949873),13 (0.12157187129270902),8 (0.024642294651000134)
645312newsML.xml,16 (0.8559343642565322),21 (0.10035016988070851),49 (0.034930419133763456)
714156newsML.xml,46 (0.8498163589256159),47 (0.14296559596159453),15 (0.0001503759398497807)
608613newsML.xml,41 (0.7125643585729536),30 (0.18918702138978186),44 (0.053917157639366296)
478411newsML.xml,17 (0.3618216097924157),16 (0.2189601021467141),18 (0.14133095818343758)
608339newsML.xml,22 (0.46831766728641294),45 (0.2671823920769284),13 (0.17323981039000375)
713589newsML.xml,44 (0.9971176470588199),49 (5.882352941183772e-05),11 (5.882352941183772e-05)
611314newsML.xml,19 (0.9766666666666646),49 (0.0004761904761905139),12 (0.0004761904761905139)
568385newsML.xml,39 (0.79187787849995),25 (0.18350673688462574),49 (0.0005128205128213382)
568666newsML.xml,5 (0.40997772849029557),33 (0.18521186484156876),22 (0.1424662293890874)
480007newsML.xml,23 (0.41149175374165786),29 (0.14915965411100507),7 (0.11987227392743557)
478627newsML.xml,21 (0.34194259702470403),25 (0.24102019779130632),37 (0.2396867671354167)
694592newsML.xml,30 (0.30116920915868856),34 (0.2901178191614607),47 (0.12365818219292439)
571157newsML.xml,16 (0.6676019697596862),26 (0.30239803024030726),49 (0.0006250000000001389)
608425newsML.xml,8 (0.8515810437482578),20 (0.12500432210539003),49 (0.00048780487804899267)
611913newsML.xml,19 (0.981153846153841),49 (0.00038461538461548463),12 (0.00038461538461548463)
568982newsML.xml,20 (0.4496571764480974),30 (0.21068369220239633),41 (0.20331254802454343)
480231newsML.xml,23 (0.9634703344956058),38 (0.028724787455605597),49 (0.0001626016260164314)
568450newsML.xml,39 (0.46059129013969996),43 (0.13076814355386993),29 (0.12339009135466993)
611408newsML.xml,19 (0.9029233658066391),38 (0.07787663419334065),49 (0.0004000000000004154)
711290newsML.xml,17 (0.7478780960800854),21 (0.126937896099464),6 (0.09057399185387263)
611122newsML.xml,19 (0.9799999999999871),49 (0.00040816326530638023),12 (0.00040816326530638023)
568499newsML.xml,23 (0.8269611368259349),19 (0.12732457745977335),12 (0.000952380952381081)
480188newsML.xml,38 (0.5014593747761784),23 (0.1807181341272658),2 (0.08281358583188678)
732853newsML.xml,44 (0.8573116207189903),38 (0.04664206445291801),12 (0.03399183068603661)
480141newsML.xml,46 (0.47357441739435757),34 (0.1792551192360999),8 (0.13442834379690471)
478885newsML.xml,23 (0.38486587396731364),37 (0.37723158858238515),29 (0.10057468474204186)
568720newsML.xml,35 (0.518958761731473),21 (0.2568768183531322),22 (0.22146327049010267)
611778newsML.xml,19 (0.9803999999999928),49 (0.0004000000000001428),12 (0.0004000000000001428)
611252newsML.xml,19 (0.9727777777777673),49 (0.0005555555555557626),12 (0.0005555555555557626)
478557newsML.xml,44 (0.402229622549112),29 (0.2737506825115675),37 (0.11571071954217686)
694301newsML.xml,35 (0.40870748935167134),22 (0.38857781798203767),16 (0.12217674662154314)
571227newsML.xml,38 (0.2886193224157156),29 (0.21631153003640757),16 (0.1875926891465174)
608755newsML.xml,37 (0.710292519833836),43 (0.14917022334273872),24 (0.1315041336387569)
667319newsML.xml,10 (0.27351452541741506),6 (0.2112252096927095),17 (0.15972819544622588)
611064newsML.xml,19 (0.979583333333318),39 (0.00041666666667009223),49 (0.0004166666666669072)
611587newsML.xml,19 (0.9818518518518417),49 (0.0003703703703705743),12 (0.0003703703703705743)
568516newsML.xml,38 (0.4993835100591018),23 (0.4695513761212066),27 (0.024350828105395208)
608878newsML.xml,14 (0.673281029347509),20 (0.15682943791374718),44 (0.06960986056818638)
480377newsML.xml,42 (0.5824660619839551),19 (0.19343693956591893),32 (0.15230268039785394)
480694newsML.xml,41 (0.309987866900974),18 (0.2002933857549083),5 (0.1392229933669549)
611855newsML.xml,19 (0.9795833333332165),39 (0.0004166666667777241),49 (0.0004166666666667814)
608563newsML.xml,16 (0.3512442177230381),24 (0.23187889703015277),49 (0.11730822461835337)
620026newsML.xml,11 (0.7762554125739095),2 (0.07706228299712825),44 (0.07148156014071484)
656995newsML.xml,44 (0.4279417352874685),12 (0.30168755920672646),11 (0.22919633549457785)
478761newsML.xml,16 (0.7334290150516577),1 (0.1281511106980485),10 (0.09053408665778183)
478282newsML.xml,23 (0.2984419205310744),48 (0.2712542326991805),8 (0.12124883892236077)
571011newsML.xml,19 (0.9791489361702064),49 (0.00042553191489374197),12 (0.00042553191489374197)
645349newsML.xml,40 (0.3772222969378247),21 (0.33258715628570595),37 (0.23562326615560397)
645380newsML.xml,44 (0.8911683247474034),1 (0.07518708594394534),8 (0.029168398832445)
479957newsML.xml,12 (0.47266737787433083),26 (0.20449299364679155),2 (0.18957829127234113)
569311newsML.xml,23 (0.24644343662607557),32 (0.20009710416472654),4 (0.14267223153403238)
610349newsML.xml,38 (0.9953773584905642),39 (9.433962264162251e-05),49 (9.433962264154233e-05)
610380newsML.xml,46 (0.7540718633601391),4 (0.1244753410455257),6 (0.06720763376119254)
477983newsML.xml,23 (0.4503949075437629),25 (0.2121688597577234),35 (0.14104968237600893)
610663newsML.xml,19 (0.9782222222222184),49 (0.00044444444444451624),12 (0.00044444444444451624)
479485newsML.xml,2 (0.31942869861568707),11 (0.2702464757709566),10 (0.1539382413587005)
570616newsML.xml,42 (0.30198975507209963),5 (0.19252682732917265),24 (0.19080576193247525)
479166newsML.xml,5 (0.2788983016985223),37 (0.15701135232874136),30 (0.14086292318047913)
609687newsML.xml,16 (0.39574796860553524),24 (0.1778414202296514),10 (0.16426486720988293)
609364newsML.xml,2 (0.686581878752238),32 (0.2689038692397626),37 (0.02493091867446829)
789596newsML.xml,22 (0.4117568485436574),35 (0.40865869103046215),29 (0.08599030721621194)
731660newsML.xml,11 (0.3891884486529169),25 (0.13764556259329952),30 (0.12920814022676433)
610455newsML.xml,38 (0.45461308412457857),12 (0.2566211568100818),3 (0.2490505790477714)
569127newsML.xml,13 (0.7359389956759944),16 (0.2480610043239938),49 (0.0003333333333335732)
668818newsML.xml,44 (0.3039586398206593),24 (0.2174579127784862),11 (0.21514607831057675)
609963newsML.xml,16 (0.9416109897607574),10 (0.05029427588109764),2 (0.004940371942033756)
522807newsML.xml,29 (0.3044631174099068),16 (0.23334025456650787),44 (0.2265171294409763)
569916newsML.xml,24 (0.3407976807231534),11 (0.2869665500939407),41 (0.170198657213024)
789769newsML.xml,46 (0.5497411836954267),5 (0.28994058598076383),33 (0.07146196699684665)
610987newsML.xml,19 (0.9760975609755971),49 (0.00048780487804903446),12 (0.00048780487804903446)
479399newsML.xml,41 (0.30432199663750736),44 (0.24971813813646718),25 (0.14540824384043569)
609152newsML.xml,13 (0.47476470994391207),16 (0.38551938353409204),21 (0.1264764699022645)
609478newsML.xml,21 (0.2254394863375278),44 (0.20292594185295248),1 (0.19482716688738308)
570420newsML.xml,32 (0.381513349360911),29 (0.20586992533660903),42 (0.14870099955859395)
479350newsML.xml,29 (0.8207810960825561),23 (0.1459790961128129),21 (0.016673641722127444)
570799newsML.xml,23 (0.3813857022854541),24 (0.250617451309457),21 (0.11851701418694618)
609222newsML.xml,27 (0.6671631904604475),5 (0.20968809330634874),45 (0.11997304055752088)
609708newsML.xml,43 (0.32904791265312594),37 (0.14689736888110091),27 (0.13855043821837235)
570750newsML.xml,42 (0.7123644116300534),32 (0.11573074394978594),20 (0.06440960166369625)
479020newsML.xml,29 (0.6705970567731516),32 (0.22798063698566645),30 (0.08967230624118043)
610725newsML.xml,19 (0.9803999999999976),49 (0.0004000000000000436),12 (0.0004000000000000436)
569257newsML.xml,24 (0.3099545205308091),5 (0.27133491892301115),41 (0.12368983063323134)
479811newsML.xml,42 (0.590640075454558),16 (0.1952232276754449),44 (0.1939898078918739)
570566newsML.xml,29 (0.5824701769478154),39 (0.2303448102683284),11 (0.09669680399675741)
479216newsML.xml,16 (0.47601189544577577),12 (0.3872186409220502),2 (0.13326200094559976)
570085newsML.xml,29 (0.619844265544138),39 (0.3261089160902689),7 (0.029309976260310556)
609014newsML.xml,16 (0.687537530583078),29 (0.29013688802155),49 (0.0004651162790702472)
522493newsML.xml,8 (0.918645449870373),20 (0.06764026441533635),49 (0.00028571428571439513)
569899newsML.xml,34 (0.25904978375085613),24 (0.19863820604771845),44 (0.13878467057222849)
610808newsML.xml,19 (0.753571984158004),39 (0.1587816649468153),42 (0.03022206957486115)
569850newsML.xml,36 (0.37196548288542247),16 (0.22711436866457071),5 (0.15962657799334923)
623886newsML.xml,12 (0.6684422672360898),10 (0.1159816207583048),5 (0.08144627892557016)
645039newsML.xml,45 (0.9932413793103417),49 (0.00013793103448281894),11 (0.00013793103448281894)
609825newsML.xml,39 (0.9898969072164884),49 (0.00020618556701044365),11 (0.00020618556701044365)
535140newsML.xml,41 (0.7909944256160969),38 (0.09490103942692146),33 (0.07201133120100985)
569061newsML.xml,13 (0.31218218409104076),36 (0.2898699009355625),37 (0.16954364393145627)
610039newsML.xml,43 (0.4661638113244873),42 (0.44757433853638345),5 (0.059903129522164304)
569582newsML.xml,26 (0.7679057147516163),0 (0.21289428524838191),12 (0.000400000000000034)
610513newsML.xml,24 (0.5217134534107881),23 (0.2767482455622891),39 (0.17216330102691307)
713341newsML.xml,36 (0.37813030670125947),16 (0.2272274597255433),11 (0.21523145692008683)
478210newsML.xml,39 (0.8871911469329042),30 (0.06734038945565443),38 (0.02546846361117742)
571083newsML.xml,16 (0.4359003674187989),23 (0.30887763817028935),39 (0.08492681952757355)
694446newsML.xml,25 (0.25142946060187327),35 (0.19729329289804026),41 (0.14919760421183753)
608538newsML.xml,16 (0.7979337731580994),43 (0.10388187168892547),42 (0.04739405035498029)
568856newsML.xml,36 (0.43639255613313016),24 (0.24821428744729016),44 (0.15594961409362143)
480606newsML.xml,11 (0.43586736901369305),47 (0.3473298558034675),20 (0.17755751344896084)
608823newsML.xml,16 (0.6790889880650743),4 (0.23080898375540598),44 (0.07627849876771658)
611515newsML.xml,19 (0.9735135135135075),39 (0.0005405405405407478),49 (0.0005405405405406533)
568584newsML.xml,23 (0.7205615050725902),32 (0.1540395728439456),29 (0.04706143296885884)
694393newsML.xml,11 (0.28150388915879976),24 (0.26124057714501586),47 (0.13523371027644232)
478026newsML.xml,5 (0.295347580847194),16 (0.20359169088979864),42 (0.19241652239455376)
608224newsML.xml,42 (0.4319189297040363),39 (0.4281204656458005),23 (0.12708389232138506)
611209newsML.xml,19 (0.8257157910999403),26 (0.1519586275047011),49 (0.0004651162790699656)
611723newsML.xml,16 (0.586618150337241),43 (0.37991532548037715),12 (0.029134726947348182)
568298newsML.xml,36 (0.37423052080762004),9 (0.3011957131398969),24 (0.1829010680075058)
480430newsML.xml,19 (0.9777272727272667),49 (0.0004545454545455725),12 (0.0004545454545455725)
478817newsML.xml,24 (0.34442932777719576),23 (0.17059308284384359),2 (0.14340092535902366)
611179newsML.xml,19 (0.8888946386441818),39 (0.0897720280224652),49 (0.00044444444444484714)
611453newsML.xml,19 (0.9037563392989644),38 (0.07442547888282346),49 (0.0004545454545460818)
608965newsML.xml,46 (0.43435364385930975),15 (0.20463377520980824),1 (0.11797923592342824)
611981newsML.xml,40 (0.42734059323545764),14 (0.3213821314643668),46 (0.20834809855198202)
568910newsML.xml,0 (0.5421018811440537),32 (0.20124926848970648),42 (0.12659693718398177)
611948newsML.xml,36 (0.5272692781141641),29 (0.3127920759088055),40 (0.07265368612102757)
478356newsML.xml,14 (0.548926018277654),13 (0.4302044165049188),49 (0.00043478260869639823)
732663newsML.xml,5 (0.415293794236397),17 (0.38492903449764726),4 (0.14097015518437953)
694500newsML.xml,47 (0.7823895021366453),11 (0.191819550115282),46 (0.02170399122632217)
608154newsML.xml,25 (0.3492584556982522),29 (0.30698665344253795),26 (0.22217674484952274)
480576newsML.xml,16 (0.49414446628019426),25 (0.31013550955348385),19 (0.11180434662253905)
480095newsML.xml,29 (0.815249746955459),40 (0.1473873282676395),24 (0.025899510142727872)
478951newsML.xml,43 (0.4811977153445377),16 (0.24738446510962472),10 (0.1418268685479197)
478998newsML.xml,23 (0.44281672287635304),43 (0.33486122639384536),24 (0.1515237774556772)
611665newsML.xml,19 (0.8952353234672187),38 (0.08135004238640955),49 (0.00048780487804940396)
658292newsML.xml,18 (0.47713160564520346),41 (0.33293221594361033),30 (0.1829212530380277)
611386newsML.xml,19 (0.974210526315783),49 (0.0005263157894738113),12 (0.0005263157894738113)
